name,count,percentage
aws,363,72.74549098196393
gcp,64,12.825651302605209
azure,52,10.420841683366733
digitalocean,12,2.4048096192384767
scaleway,3,0.6012024048096192
hcloud,2,0.4008016032064128
ibm,2,0.4008016032064128
oracle,2,0.4008016032064128
alicloud,1,0.2004008016032064
ovh,1,0.2004008016032064
